,domain_name,y_idx,text
116,imdb,1,"I've known about Bettie Page for many a year now. The soft-core porn images of her from the 1950's have since become iconographic and still have a strong draw even today. The ""Bettie Page"" look is also still hugely popular within the hetero fetish world and remains as distinctive today as it did then. So I watched this film with quite a bit of familiarity to begin with. The result did not disappoint.<br /><br />Among other things, it was hugely entertaining to see the movie's recreation of actual figures like Irving Klaw, John Willie, and Bunny Yeager  all consider trailblazers today. Mary Harron did an excellent job creating the desired ambiance of sexual repression and hypocrisy in 1950's America along with a sexuality that, by today's standards, was innocent in the extreme. I particularly liked the use of monochrome versus color as a visual shorthand for the emotional and spiritual climate Bettie found herself in.<br /><br />I think that Gretchen Mol did an excellent job of presenting the character of Bettie in all her innocent sexuality and all her utter naiveté. Bettie loved to look pretty, loved the attention, saw nothing wrong with nudity, and enjoyed dressing up in ""silly outfits"" for the camera. The underlying sexuality and deeply fetishistic desires all that evoked were completely lost on her. To this day she still doesn't understand ""what all the fuss was about"" when it comes to her pictures or the S&M content of them.<br /><br />This isn't to say she's uneducated or too simple to understand it's just that she simply doesn't ""get it"" about fetishism and never will. No harm there. Bettie Page is simply being who she is. The film captured this quite nicely.<br /><br />The social atmosphere of the 1950's depicted by Ms. Harron and written by her along with Guinevere Turner makes me truly glad I live in the day and age that I do. The hypocrisy and repression combined with the massive ignorance about our sexuality all combined to a frighteningly stifling world. The film well captures this and brings to cheering as Bettie endures it all with her unshakeable faith and her unchangeable naiveté.<br /><br />This film was a bit slow at times but hit all the points Ms. Harron attempted and hit them well. I'd recommend this film even for those folks with little to no knowledge of who Bettie Page was and what effect she had on American culture. For those with such interests, then this film is a must see."
117,imdb,1,"Wow! Stacy Peralta has followed up Dogtown and Z-Boys with an equally stunning documentary about the history of the big-wave surfing culture in America. Piecing together insider archival footage along with interviews from surfing legends, we are transported into the daring and free-spirited life of the early pioneers whose sheer passion for the sport spawned an industry that today touches the lives of millions.<br /><br />It's getting to know these icons and their stories that gives the film its warmth. You can feel the respect Peralta has for this group as we hear accounts of Greg Noll striding from a pack of awestruck fellow surfers on the beach to singularly challenge 50-foot swells off Hawaii's North Coast. Or Jeff Clark, surfing the outrageously dangerous Maverick off the northern California coast all alone for 15 years before it was discovered and became the surfing destination in California. And the storybook history of Laird Hamilton, today's surfing icon. Hearing Greg Noll reverently refer to Hamilton as the best surfer ever sent chills up my spine.<br /><br />(As an aside, Noll, Clark and others were at the Sundance screenings. Noll humbly described himself as an old, over-the-hill surfer. He was deeply moved by the audience reception of him and film. Both he and Clark were as likable in person as they were in the film.)<br /><br />Riding Giants pays homage to these extraordinary athletes while at the same time rewarding us with an insight into the magnitude and terrifying power of the waves they seek to conquer, the gut-wrenching vertical drops required to get into them, and the almost unfathomable combination of adrenaline and fear that the surfers experience each time they take on a monster swell.<br /><br />All this, and the movie has more. For those of us that didn't live in California in the 60's, we get an insight into the impact of surfing on American pop culture. (And, to my surprise, the impact of the movie Gidget on surfing!) Peralta also weaves in a primer on some of the technical aspects of the sport and the history of innovation in equipment. I'm not a surfer, but like the rest of the Sundance audience, I was absolutely captivated by this film. Peralta is staking his claim as the Big Kahuna of American documentaries."
118,imdb,0,"First, a little summary. This reporter named Torch is basically trying to get out the story of a zombie outbreak and finds the military & government censoring him. Nice message, government censorship and all that, but the way they DID the movie was, well let me explain.<br /><br />This movie is beyond description. The idea that somebody holds it in higher regard than anything by George Romero is justification enough for the reviewer to be committed to a mental institution. The script is atrocious on its own, like it was written by a sixth grader.As for special effects, I understand that independent films have low budgets, and some gore effects looked acceptable, but if you want a scene with fire, here's a tip: buy some nonflammable material, have an extinguisher ready, and get a fire going! Don't digitally add it in and make it look like an explosion from a Nintendo 64 game. The acting, well let's put it this way. In my summer theater program, a cold reading of the script is, compared to this, The Godfather. I won't even go into the inconsistencies. Find them yourself.<br /><br />What disturbed me the most, though, was when everything was finished after shooting and editing, somebody might have said, ""Okay, this looks good. Let's release it."" It sends a chill down my spine to even think about it, to think somebody felt that this was good enough for DVD release. This isn't DVD quality. This isn't Sci-Fi channel quality. Hell, this isn't even film school quality. If you were to submit this in for a project at a film school, you would get an F. No, not even an F, more like an F-. I wouldn't be surprised if he would try to get you expelled.<br /><br />I felt used after I saw this thing. Blockbuster and the makers of this movie have my money right now, and I'd prefer not to think of what they're doing with it. I have been the pawn of some elaborate, nefarious scheme at legalized theft, and it doesn't feel good to think that I walked right into it, looking at the back cover with pleasant memories of 28 Days Later only to find a film Ed Wood would watch and say afterwards, ""I didn't much care for this."" This film is the single most terrible movie I have seen. I have not seen anything by Ed Wood, but I have confidence this is worse. If you are looking for serious cinema, so much as being within ten feet of it will probably give you a bad headache. If not, I still recommend that you personally write the director and ask how he sleeps at night. However, if you are the kind of person who get a laugh out of really bad stuff then I recommend you check this out. You won't be disappointed."
119,imdb,0,"From the first time I saw the box cover of the movie and the stretched out photography I thought this guy, this friend of the 'Scwarz' must be like 6 foot or 6ft 2in. <br /><br />Not 5 feet tall. Not that, it's his fault. <br /><br />At any rating, I turned on the movie one cool night in Tucson, out on the second story-deck with a good cigar and let it roll. At that time my wife was having an affair and things were going down hill for me, so I needed a good diversion. But, as bad as the movie was...I totally enjoyed it, with a bottle of Merlot too, I might admit. <br /><br />Truly, I have watched this movie many times. It always makes me feel good!! It's not that it 'tries too hard' to be cool or that 'It's so close' to hitting the mark for an action film....It's frantic. And then truly clueless. Then frantic again. It's the best of the best when it comes to a slow speed chase scene. Wow!! I never felt safer in my life. Warm and happy too. I was thankful that they conserved on the gasoline during the chase, due to less production in the summer months...anywho <br /><br />The direction was 'uninspired' the action and fight sequences needed to be choreographed, or re-choreographed and tightened up, the sound was off the delivery didn't hit you, it just kept on going, the other way. The 'locals' of that village that they were in, the town rather, were 'Off cue' they also did not seem to follow what was happening very well, the would look and even 'stare' into the camera lens. Like a deer in the head lights kind of thing only some of them with a smile, a smiling deer. <br /><br />I feel bad because 'Columbu' I just bet has a good heart and a caring spirit for people in America as well as for his own countrymen. <br /><br />However ""Baretta's Island"" is very lethargic and unbelievable. Even still I like it a lot. My now x-wife hates it, but I love it! <br /><br />The funny thing is, I am pretty discriminating when it comes to movies I like or even 'love'. All in all, I like Franco. So there it is. <br /><br />As a movie adding addendum to this if you like killing a few hours with truly fun to watch, straight to video-B movies or 'bad' movies for your little library collection then, if you can find it, check out 'The Big Sweat' (1991) with Robert Z' Dar..you know the big guy from 'TANGO & CASH'. 'The Big Sweat', a bomb of a cop story with no real plot discovery and acting that is so lame, it might as well be 'on crutches' and at the end of 'The Big Sweat' I think they ran out of money, because they had a picture of the cast and just set it on fire and let it burn during the credits. -Good fun. <br /><br />But all in all, not as good as Baretta's Island', I gave it a '1' and an overall rating of 'awful' for awful-good B' movie. I'm waiting for the sequel, maybe like 'Baretta's revenge on Montazuma' (Franco takes a Mexican vacation and gets sick on the water then, declares war on the water co.) or 'Baretta's powder war' where as he would stake out a large drug lord in his country and chemically gene-splice and create a hybrid super bug (insect) that would be bred and dropped into the cocaine fields and eat the coke and upon passing it through the bug, it forms a chemical reaction that turns the coke to pure powdered sugar. Then another sequel he would have to get the young people rescued from excessive sugar addiction and so on. He could get a major tooth paste company to endorse and partially fund the project with careful product placement in the feature. Right?(*)"
120,imdb,0,"I firmly believe that the best Oscar ceremony in recent years was in 2003 for two reasons: <br /><br />1 ) Host Steve Martin was at his most wittiest: "" I saw the teamsters help Michael Moore into the trunk of his limo "" and "" I'll better not mention the gay mafia in case I wake up with a poodle's head in my bed "" <br /><br />2 ) Surprise winners: No one had Adrien Brody down for best actor ( Genuine applause ) or Roman Polanski for best director ( Genuine jeers and boos ) but they won <br /><br />Last year's award ceremony wasn't too bad but there was little in the way of surprises and I was happy to see RETURN OF THE KING sweep the awards even if it wasn't the best in the trilogy ( FELLOWSHIP was much better )but what let the BBC coverage down was Jonathan Ross getting a few of his sycophantic mates round and pretending they were hilarious when they were anything but . So when I heard Sky were doing the coverage for British TV I was expecting Barry Norman and Mark Kermode to be doing the links , but instead we ended up with Jamie Theakston and Sharon Osbourne ! Oh gawd if British TV are desperate for film critics ( Obviously they are ) I'm sure both Bob The Moo and Theo Robertson will happily fly over to LA to give their honest opinions on the winners and losers <br /><br />Chris Rock wasn't too bad , but he's no Steve Martin while the location seemed to resemble a sports hall with seats put in ! Not much of a glitzy arena in my opinion . The main problem I had with the ceremony was the format with the "" minor "" Oscars handed out to the winners who were sitting in their seats ! There's no such thing as a "" minor "" Oscar and just because the award is for Best Animated Short or Best Costume Design they're as well deserved as Best Picture or Best Director . All the winners should be allowed to march up to the podium . What a bunch of arrogant snobs the Academy are becoming and I quite agree with the comments that this format is disgraceful and if it wasn't for the surprises this could possibly have been the worst ceremony in history . As for the awards themselves <br /><br />Best Supporting Actress - Cate Blanchett . No great surprise for a competitive category <br /><br />Best Supporting Actor - Morgan Freeman . No real complaints since Freeman is one of America's greatest living character actors <br /><br />Best Actor - Jamie Foxx . Most predictable award of the night . Yawn <br /><br />Best Actress - Hilary Swank . Major surprise since everyone thought Annette Benning was going to win simply down to academy politics but Swank did deserve it and gave the best speech of the night <br /><br />Best Director - Clint Eastwood . Major surprise since everyone thought Scorsese was going to get the award simply because he'd never won one . Actually I'm glad about this because if he didn't deserve it for TAXI DRIVER , RAGING BULL or GOODFELLAS he didn't deserve it for THE AVIATOR <br /><br />Best Film - MILLION DOLLAR BABY . Again another major surprise since everyone thought the academy would split the awards for best director and best picture while I thought the Hollywood friendly plot of THE AVIATOR would have made it a dead cert for Best Picture while MDB's controversial subject matter would have turned a lot of voters off <br /><br />What these awards perhaps illustrate is that this year the voters have decided to ignore Oscar politics and genuinely give out awards to people who deserve it something they haven't done in the past , I mean A BEAUTIFUL MIND beating THE FELLOWSHIP OF THE RING for gawd's sake ! And long may the academy vote with their heads instead of their hearts"
121,imdb,1,"Absolutely enjoyable singing and dancing movie starring Frank Sinatra and gen Kelly, as well as Kathryn Grayson.<br /><br />The film won and Oscar for George E. Stoll's score, and it garnered nominations for Best Picture, Best Actor for Kelly, and Best Cinematography, as well as a Best Son nomination for ""I Fall in Love Too Easily"" sung by Sinatra.<br /><br />It was a cute story about Kelly helping his pal Sinatra get a girl and falling in love with her himself. The lovely Grayson (The Toast of New Orleans) dazzled us with her singing, and we had a lot of great songs and dance routines by Kelly and Sinatra, as well as the artistry of pianist-conductor José Iturbi.<br /><br />A classic Hollywood music from an era gone by."
122,imdb,1,"These are the kinds of movies I loved, and still love growing up. Unlike big budget movies that crate huge plot holes and never acknowledge them. This movie takes in all in stride and just makes something you can sit back and enjoy.<br /><br />There was some film student earlier that complained it wasn't A list material. But that is not the point. The point of this movie is that no everyone likes huge CGI Cliché' filled movies. There are a lot of people who like movies that are meant to just entertain you, and not get as much money as they can.<br /><br />Besides, its also nice to know that good ol' Bruce isn't dead yet."
123,imdb,1,"Farewell Friend aka Adieu L'Ami/Honour Among Thieves isn't perfect but it is a neat and entertaining thriller that sees mismatched demobbed French Algerian War veterans Alain Delon and Charles Bronson trapped in the same basement vault, one to return stolen bonds, the other to clean out the two million in wages sitting there over the Christmas weekend. Naturally things aren't quite that simple even after they open the vault, leading to some neat twists and turns. On the debit side, there's a very bizarre striptease scene in a car park, Bronson has a very irritating Fonzie-like catchphrase he uses at the most inopportune moments, Brigitte Fossey, sporting perhaps the most hideously misconceived hairstyle of the 60s (it makes her look like a bald woman whose wig is blown back off the top of her head by a high wind), is something of a liability  her ""I'll cook spaghetti! I'll learn to make love well! I'll read Shakespeare!"" speech is hysterical in all the wrong ways  and it's a shame about the horrible last line/shot, but otherwise this is a surprisingly entertaining and unpretentious number that's worth checking out if you can find a decent print.<br /><br />Cinema Club's UK DVD only offers the English soundtrack, but since Delon voices himself and the rest of the cast are fairly well dubbed that's no great problem, especially since the widescreen transfer is pretty good quality."
124,imdb,1,This movie is really funny!! The General is Keaton's finest work but there are many of his works that are more hilarious - in this one are multiple sight gags and creative humor. We watch it over and over and it only seems to get funnier!
125,imdb,1,This is not the stuff of soap-operas but the sort of conundrums that real people face in real life. A testament to the ensemble and director for the powerful story-telling of fallible characters trying to cope but not quite succeeding.
126,imdb,0,"Laughed my ass off but probably because I was stoned. That aside ... this is in no way a horror movie, there is no horror whatsoever in this entire movie and the plot holes are so huge that even a below average IQ person would think it was stupid. On top of that, I am living in Denmark and have been for all my life and can assure you that Denmark is way too small a country that you need GPSS and maps to find your way back if you got lost. I would estimate that unless you really put an effort into it you could never be farther away from town or other people than maximum 3 hours on foot. Secondly I don't think any part of the movie, apart from two shots from Copenhagen where none of the actors were in, were actually taped in Denmark. The bog woman is talking Swedish not Danish. The helmet on the first bog body is brand new. The girl they find in the forest is hiding under a type of rock that does not exist in Denmark. This is just stupid."
127,imdb,0,"When I go to see a movie about zombie's, I'm not expecting oscar calibre performances, or writing on the level of The Godfather, but I do expect the actors to at least not look like their straining to read their cue cards, and dialogue that doesn't sound like it was typed out 10 minutes before the actor reads it into the camera. This movie was just awful, I actually got up and left about 25 minutes in and went next door and watched Cold Creek Manor, that wasn't very good either, but it seemed like Citizen Kane compared to this pile of crap. On the plus side, the girls were very pretty, that's probably the only thing that kept me in my seat for longer than the first 5 minutes, in fact I left after the hottest one got killed, there wasn't anything to hold my interest after that."
128,imdb,0,After watching this film I decided that it was so awful that I must join IMDb and write a review to warn other people of the pit falls of renting/buying this film. To be fair to the film there is only one good section to this film and that is the end credits cause then you know that this crap is well and truly over. I watched it to the end in the hope that I may get a little bit of pleasure out of the film. Just tunnels more tunnels and an old man talking to himself (If you watch this film too many time so will you). As for Val if he keeps selecting films like this he may as well kiss goodbye to his acting career. There is no point in even writing about what is in the film as that has already been done. Keep your money and sanity and keep well clear.
129,imdb,0,"The scriptwriters, directors, and actors have lost sight of the cornerstone of a good story - the concept of suspension of disbelief. In Volcano, the concept goes up in smoke almost as quickly as the city. Contrary to earlier commentators, I much preferred Dantes Peak amongst the 97 vintage of volcano movies."
130,imdb,0,"If there was a ZERO rating, I would give it to this movie. Today was the second time I tried to watch it and I still couldn't make it through from beginning to end. I can't believe the multiple stars given by others & can only assume they either know the actors or are a publicist in disguise! The acting is atrocious all around, the script is blah, the kid playing Nichole shows zero emotion even when she's being threatened. The ""southern"" accent from the actress playing Amber's mom is laughable - I'm from Georgia and have friends from Texas - believe me NOBODY talks like that! None of her emotions seemed real in any scene. The subject matter is very serious and deserves much better treatment."
131,imdb,0,"The head of a common New York family, Jane Gail (as Mary Barton), works with her younger sister Ethel Grandin (as Loma Barton) at ""Smyrner's Candy Store"". After Ms. Grandin is abducted by dealers in the buying and selling of women as prostituted slaves, Ms. Gail and her policeman boyfriend Matt Moore (as Larry Burke) must rescue the virtue-threatened young woman.<br /><br />""Traffic in Souls"" has a reputation that is difficult to support - it isn't remarkably well done, and it doesn't show anything very unique in having a young woman's ""virtue"" threatened by sex traders. Perhaps, it can be supported as a film which dealt with the topic in a greater than customary length (claimed to have been ten reels, originally). The New York City location scenes are the main attraction, after all these years. The panning of the prisoners behind bars is memorable, because nothing else seems able to make the cameras move. <br /><br />**** Traffic in Souls (11/24/13) George Loane Tucker ~ Jane Gail, Matt Moore, Ethel Grandin"
132,imdb,1,"I decided to write a comment on this amazing movie because here on IMDb it is cited that John Woo, a mediocre director who made some decent films back in his pre-American years but totally ruined his reputation by his latest, made in US films, plans to remake it. Well, here are a couple of reasons why it is one of the stupidest ideas for a remake ever: The plot of the film is simple and even clichéd by today's standards, but what makes the film a masterpiece is acting by the four leads, unique direction by Mellville, cinematography, music and its style. There is no way any director today can make such film, it is impossible to create such an atmosphere in a movie in today's Box-office targeted movie business. <br /><br />John Woo did make a more or less decent film which borrowed from Melville's Le Samourai - The Killer, but remember, it was made when the director was not spoiled by big budgets and expensive (in salaries) but cheap (in acting merits) actors. So what I'm saying is that this is one of the greatest films ever made, together with another film by Melville - Le Samourai. Watch it. And even if the remake will be made, try to avoid it before seeing the great original first."
133,imdb,1,"I am beginning to see a very consistent pattern form in the identity of 2007's films. If 2004 was the year of the biographies and 2005 was the year of the political films, 2007 can be identified as a year featuring a wide plethora of morality tales, films that portray, test, challenge and question human morality and the motives that drive us to do certain things. Although this identification is rather broad, I think that there are a handful of films released this year, such as 3:10 To Yuma, Eastern Promises, American Gangster, No Country for Old Men and others that specifically question and study human morals and the motives that drive us to acts such as violence or treachery. Before the Devil Knows You're Dead is a deviously stylish morality tale, and quite a dark, bleak and depressing one at that. And even better is the fact that it comes from one of the greatest classic directorial forces of our time, the legendary Sidney Lumet, who many have said has passed his prime but returns in full force with this viciously rich crime thriller.<br /><br />It's one of those films whose plots are so thick, that one is very reluctant to go into details. It is a movie that is best enjoyed if entered without any prior knowledge to the events about to unfold, as there are twists and turns. But the thick and richly wrought plot is not at all at the center of this film; the true focus is, as I mentioned, the morality tale; the motives that drive these two men to the actions they do in the film. In a plot structured like a combination between the filmographies of both The Coen Brothers (namely Blood Simple and Fargo) and Quentin Tarantino, we see two men driven under various shady circumstances to pull off a fairly simple crime that goes incredibly, ridiculously wrong, and reciprocates with full force and inevitable tragedy. And to make it all the more interesting, the film is told in a fragmented chronology that keeps back tracking and showing a series of events following a different character every time and always ending up where it left off the last time. Sizzling, sharp, thick and precariously depressing, Kelly Masterson's screenplay is surprisingly poignant and well rounded, in particular because it is a debut screenplay.<br /><br />But the film has much more going for it than just it's delectably sinister and quite depressing plot. First and foremost, the picture looks and feels outstandingly well. Sidney Lumet has, throughout his career, consistently employed an interesting style of cinematography and lighting: naturalistic and yet stylish at the same time. The film carries with it a distinctive air of style and class, with wonderful natural lighting that just looks really great. Editing is top-notch; combining the sizzling drama-thriller aspect with great long takes that really take their time to portray the action accordingly. And vivid, dynamic camera angles and movements further add to the style. The film is also backed by a fantastically succulent musical score by Carter Burwell.<br /><br />The screenplay does its part, and of course Lumet does his part, but at the film's dramatic center are three masterful actors who deliver incredibly good performances. First and foremost, there are the two leads. Leading the pack is Philip Seymour Hoffman, who has always been an excellent actor but has stumbled upon newfound leading-man status after his unnaturally fantastic Oscar-winning performance in Capote. His turn in this film is fascinating: severely flawed, broken, manic. Hoffman has some truly intense scenes in the film that really allow his full dramatic fury to come out, and not just his subtlety and wit. At his side is Ethan Hawke, who has delivered some fantastic performances in many films that are almost always overshadowed by greater, grander actors. Here, he bounces off Hoffman and complements him so incredibly well; in all, the dynamic acting between the two of them is just so utterly fantastic and convincing, the audience very quickly loses itself in the characters and forgets that it's watching actors. And then there's Albert Finney. Such a supple, opulent supporting role like the one he has requires a veteran professional and here Finney delivers his finest performance in many years as the tragically obsessed father to the two brothers who get caught up in the crime. I love how the dynamics between the three of them play out. I love how Hoffman is clearly the dominant brother and shamelessly picks on his younger brother even now that they're middle-aged men; and yet despite this, it is clear how Finney's father favours Hawke's younger, weaker brother. Also on the topic of the cast, the two supporting female characters  wives of the brothers  also feature fantastic performances from Amy Ryan and Marisa Tomei, whose looks just get better and better as the years go by.<br /><br />This film isn't revolutionary. These themes and this style have already been explored by the likes of The Coen Brothers, and it's very easy to imagine them directing this film. But for a film that treads familiar ground, it simply excels. Lumet employs his own immense directorial talent and employs his unique and very subtle sense of irony and style to Masterson's brilliantly vivid, intense, and morbidly depressing first-time screenplay. The lead performances are incredibly intense and the film features absolutely fantastic turns from Hoffman, Hawke and Finney; but the truly greatest wonder of the film is that three years after he won a Lifetime Achievement Oscar, much revered as the ultimate sign of retirement in the film business, Sidney Lumet proves that he still has the immense talent to deliver a truly wonderful, resonant, intense piece of cinema reminiscent of his golden years."
134,imdb,0,"Why a film maker with a track record like Wes Craven would want to lend his name to a tedious collection of cliches like this is anyone's guess. And if he did stump up any money for it - all of £50 judging by the looks - he should have been banging on the director's door for a refund the minute the film was released. There are many ""Alien"" rip-offs and this is one of the worst. Even the reliable Lance Henriksen, saddled with a character dumb enough to allow his kids to wander around a dangerous government lab, can't save it. As a cure for insomnia, this rates a 10+. As a piece of quality film making - forget it."
135,imdb,1,"Over the years some of them most enjoyable films have been about dysfunctional families.<br /><br />Bonjour,Monsieur Sholmi is such a film<br /><br />This is an Isreali film about a Moroccan Jewish family.<br /><br />This could be about any family, in any culture. We all know or would want to know people like those in this comic gem.<br /><br />This 2003 delight was written & directed by Shemi Zorkin. Let us hope he a long career.<br /><br />The movie is seen through the eyes of the 16 year old son,who seems to be concerned with everyone in the family. Heis brilliantly played by Oshri Cohen (he was 18 when he made the movie.<br /><br />He has been in a few since & I know I will hunt them up. Hopefully this young man will become an international star.<br /><br />The entire cast is magnificent,I do hope I see them again.<br /><br />I loved every person in the cast to some degree.I think all who see this will agree.<br /><br />It has been nominated for many international awards & has won 8, It deserved every one.<br /><br />Now being a film in a language besides English it had a very limited run in the USA, which I feel is regrettable.<br /><br />Rent this film you will be glad you did.<br /><br />Ratings: ***1/2 (out of 4) 95 points(out of 100) IMDb 9 (out of 10)<br /><br />NOTE: Since the story is not new, this is as high a rating it can get."
136,imdb,0,"With a title ""borrowed"" from Werner Herzog and liberal helpings of Kubrick, Haneke and Noe it is painfully obvious that Thomas Clay considers himself a cut above the usual sort of rubbish our British cinema churns out. ""Robert Carmichael"" (for short) sets itself up as a realistic study of youthful alienation and at the same time seemingly a critique of the Iraq war. The problem with the realism is that the characters are so patently unrealistic and atypical - contrary to the fetid imaginings of ""extreme"" filmmakers most teenagers are not drug addled rapists. As a critique of the Iraq war, a film about youth violence (by a talented classical musician - subtext society has damaged this sensitive individual)is so infantile as to hardly bear thinking about. There are signs of technical ability but some reviewers have overstated this. Like Kubrick and Noe he does show that the desire to shock linked with supposed serious intent may be the worst cinematic con trick of recent film. People liked ""Clockwork Orange"" and ""Irreversible"" because they liked the rapes and the violence, but most of all they liked feeling culturally superior for liking things that most hated. So too much Kubrick and not enough Haneke (a serious and moral filmmaker) here labels this as one of the most moronic films in years. (I am not against violence in film. To do it seriously is a hard trick though - people in cinemas cheered Alex in ""Clockwork Orange"" showing how Kubrick's supposed intent was missed by miles. Gratuitous violence is much easier to achieve and is less offensive than the pretensions of many art-film directors.)"
137,imdb,1,"I used to love Sabrina The Teenage Witch and have seen every single episode. I remember when I used to sit at 6pm every night and wait for it to come on Nickelodeon, however when Sabrina left high school the show began to go downhill. The best series has to be when she was friends with Valerie (I'm not sure which one that is). From there the next series (friends with Dreama) was still really good, but when she left high school it just didn't seem right. All the main characters seemed to have left, which meant that it didn't have as much of the old ""sparkle"", however the first series where Sabrina is in college is still relatively good and watchable, however when her aunt's leave and Sabrina moves into their house it just isn't right. She is no longer a teenager, so therefore the name of the show isn't right and without Hilda and Zelda and Josh the show just doesn't seem right, especially when Sabrina nearly marries someone that isn't Harvey. Thank goodness he came through in the last five minutes of the last episode to take her away. All in all I still love to watch the old episodes of Sabrina the Teenage Witch, but I think the writers took it too far and should have left it with Sabrina leaving high school. Because after that the show definitely lost some of it's magic"
138,imdb,0,"it seems like if you are going to post here it going to be a 10 star rating ,nobody ever seems to dislike anything ,well i am honest, some don't like that but here we go, rachel ray show is just plain awful.!!!!!!, this show reminds me of the snl character linda whatever if she had a cooking -whatever show.i must say i liked rachel on the food network on $35-$40 a day but i am sorry she does not have enough life experience to make her interesting day in and day out,give me ham on the street, anthony bourdain , interesting folks,but most of all i find her annoying, she actually told a member of the studio audience to ""shut up"" yes in a kidding way but shut up is shut up, and who cares about her pet stories, sorry rachel you been cancelled!!!!"
139,imdb,0,"I still can't believe that Wes Craven was responsible for this piece of crap.This movie is worse than ""Deadly Friend"".The plot is stupid,the acting is mediocre and the film is deadly dull.I don't know why Wes Craven hates his debut ""Last House on the Left""-an absolute masterpiece of the genre and likes(probably)this turkey.Don't get me wrong,I really like some of his movies,but it was a real torture sitting and watching this."
140,imdb,0,"Genie (Zoe Trilling) arrives in Egypt to visit her hypocritical, bible-quoting archeologist father (William Finley) and attracts the attention of a group of cultists led by a descendant of the Marquis de Sade (Robert Englund). Englund also plays de Sade in flashbacks, ranting in his cell. Genie is led astray by Mohammed (Juliano Merr), who rides around naked on a horse and Sabina (Alona Kamhi), a bisexual who introduces her to opium smoking, which leads to a wild hallucination featuring topless harem dancers, a woman simulating oral sex on a snake, an orgy and her father preaching in the background! Meanwhile, black hooded cult members decapitate, gouge out eyeballs and slit throats. When Genie is slipped drugs in her tea, she imagines de Sade hanging from a cross, a gold-painted woman in a leafy g-string and herself bloody on a bed covered in snakes. It's all because she's the reincarnation of de Sade's lost love.<br /><br />This typically sleazy Harry Alan Towers production is redundant, seedy and pretty senseless, but the sets, costumes, cinematography and location work are all excellent and at least there's always something going on.<br /><br />Score: 3 out of 10"
141,imdb,0,"As someone has already mentioned on this board, it's very difficult to make a fake documentary. It requires tremendous skill, pacing, patience, directorial 'distance,' a plausible premise, a narrative 'flow,' and REALLY believable acting (aka GREAT acting). <br /><br />Such is not the case with 'Love Machine'. It starts to show its faux hand about the 20-minute mark (with 60 minutes left to watch), and the viewer starts to realize that he or she is being taken in. It's downhill from there.<br /><br />Director Gordon Eriksen simply peaked too soon. But to be fair to Eriksen, his problems started early: as he explains in the extras, he began wanting to do a REAL doc, couldn't get funding, and settled for a cheaper way of making his film.<br /><br />The premise -- people who have secret lives by posting themselves on a porn website -- was perhaps more interesting in 1997-98, when the film was made. Eriksen does a lot of tricky stuff -- a pushy 'host,' hand-held cameras, zooms, grainy blacks and whites -- all, I guess, to elicit a sense of authenticity, but it just doesn't work. The film is confusing and forced, but what ultimately brings it down is the believability of the actors and the pretty awful dialogue."
